ID, date, average, transport, household, clothing, health, food, transport_walking, transport_car, transport_train, transport_bus, transport_plane, household_heating, household_electricity, household_furnishings, household_lighting, clothing_fastfashion, clothing_sustainable, health_medicines, health_scans, food_meat, food_fish, food_dairy, food_oils
low,2021-04-15 07:33:15,1378.76,344.69,386.05,179.24,248.18,220.6,68.94,82.73,51.7,62.04,51.7,61.77,77.21,104.23,142.84,116.51,62.73,186.13,62.05,81.62,46.33,50.74,41.91
average,2021-08-22 01:50:05,2254.52,879.26,834.17,180.36,157.82,202.91,219.82,105.51,149.47,149.47,184.64,241.91,166.83,216.88,208.54,108.22,72.14,64.71,93.11,85.22,32.47,50.73,34.49
high,2021-05-16 16:02:03,2828.32,876.78,933.35,311.12,424.25,282.83,96.45,166.59,166.59,149.05,157.82,140.0,233.34,270.67,289.34,177.34,133.78,131.52,292.73,70.71,65.05,73.54,73.54
low,2021-03-10 11:56:27,1314.76,433.87,381.28,223.51,118.33,157.77,99.79,117.14,47.73,39.05,65.08,106.76,91.51,99.13,83.88,120.7,102.81,46.15,72.18,110.44,17.35,15.78,14.2
average,2021-07-05 02:00:54,2180.65,676.0,850.45,152.65,283.48,218.06,128.44,121.68,108.16,60.84,94.64,187.1,204.11,238.13,221.12,93.12,59.53,82.21,201.27,159.18,17.44,21.81,19.63
high,2021-06-25 22:24:18,3085.04,802.11,956.36,401.06,617.01,308.5,104.27,152.4,88.23,128.34,160.42,267.78,219.96,248.65,219.96,252.67,148.39,456.59,160.42,126.48,80.21,55.53,46.27
low,2021-01-23 08:23:30,1290.79,400.14,413.05,206.53,77.45,193.62,88.03,72.03,80.03,52.02,36.01,57.83,128.05,115.65,111.52,123.92,82.61,51.89,25.56,118.11,32.92,17.43,25.17
average,2021-07-24 08:30:55,2180.16,588.64,784.86,261.62,174.41,370.63,94.18,153.05,100.07,70.64,88.3,196.22,188.37,251.16,149.12,175.29,86.33,101.16,73.25,166.78,44.48,70.42,88.95
high,2021-03-09 16:15:46,2985.29,865.73,1194.12,447.79,179.12,298.53,233.75,121.2,95.23,147.17,138.52,203.0,406.0,262.71,322.41,246.28,201.51,103.89,75.23,143.29,53.74,56.72,44.78
low,2020-10-28 18:05:00,1806.38,578.04,632.23,108.38,270.96,216.77,63.58,161.85,109.83,75.15,80.93,177.02,132.77,158.06,164.38,70.45,37.93,170.7,100.26,65.03,39.02,49.86,62.86
average,2021-05-28 00:54:08,2237.43,760.73,604.11,402.74,380.36,89.5,205.4,190.18,83.68,91.29,114.11,78.53,175.19,138.95,211.44,241.64,161.1,155.95,224.41,35.8,16.11,17.0,20.58
high,2020-09-10 14:15:49,2487.09,870.48,721.26,298.45,298.45,298.45,243.73,139.28,87.05,130.57,104.46,158.68,180.31,209.17,173.1,196.98,101.47,92.52,205.93,140.27,59.69,50.74,47.75
low,2021-02-12 04:54:00,1502.33,600.93,390.61,135.21,165.26,210.33,72.11,120.19,84.13,144.22,72.11,109.37,105.46,85.93,89.84,93.29,41.92,62.8,102.46,157.75,27.34,16.83,8.41
average,2021-03-30 15:24:37,2209.64,861.76,751.28,132.58,265.16,198.87,146.5,249.91,137.88,112.03,51.71,90.15,293.0,180.31,187.82,74.24,58.34,90.15,175.01,115.34,29.83,15.91,37.79
high,2021-03-21 09:44:21,2601.12,858.37,1014.44,156.07,260.11,312.13,137.34,120.17,128.76,128.76,180.26,294.19,233.32,223.18,263.75,87.4,68.67,140.46,119.65,84.28,74.91,78.03,74.91
low,2021-03-31 04:48:36,1467.54,381.56,513.64,220.13,190.78,161.43,53.42,91.57,61.05,64.87,49.6,92.46,143.82,148.96,128.41,118.87,101.26,125.91,64.87,67.8,20.99,50.04,22.6
average,2021-02-27 10:11:41,2229.39,557.35,891.76,267.53,245.23,267.53,150.48,117.04,100.32,72.46,72.46,214.02,222.94,285.36,169.43,179.25,88.28,103.0,142.23,200.65,10.7,24.08,32.1
high,2021-08-12 19:45:08,2678.82,1017.95,750.07,348.25,294.67,267.88,285.03,254.49,132.33,122.15,122.15,75.01,217.52,225.02,232.52,198.5,149.75,135.55,159.12,160.73,37.5,37.5,32.15
low,2021-07-11 01:57:13,1697.45,509.24,441.34,237.64,271.59,237.64,96.76,76.39,86.57,122.22,61.11,75.03,141.23,123.58,101.51,128.33,109.31,157.52,114.07,114.07,38.02,38.02,47.53
average,2021-03-03 13:09:45,2237.03,805.33,872.44,178.96,201.33,178.96,153.01,193.28,112.75,104.69,88.59,165.76,296.63,148.31,261.73,118.11,60.85,104.69,96.64,60.85,48.32,35.79,34.0
high,2020-12-06 21:45:55,2513.34,804.27,955.07,276.47,251.33,226.2,88.47,112.6,136.73,184.98,104.56,276.97,238.77,200.56,238.77,141.0,135.47,168.39,82.94,88.22,42.98,45.24,49.76
low,2021-06-13 19:03:34,1750.96,490.27,647.86,332.68,122.57,157.59,127.47,88.25,78.44,39.22,68.64,116.61,84.22,181.4,265.62,199.61,133.07,41.67,80.9,108.74,17.33,17.33,14.18
average,2021-06-30 18:30:52,2254.36,721.39,879.2,247.98,180.35,225.44,209.2,72.14,86.57,108.21,100.99,149.46,298.93,219.8,211.01,171.11,76.87,50.5,129.85,83.41,49.6,51.85,40.58
high,2021-04-05 23:42:21,2889.4,895.71,1097.97,173.36,260.05,462.3,134.36,125.4,152.27,143.31,214.97,131.76,274.49,318.41,373.31,95.35,78.01,75.41,184.64,161.81,110.95,101.71,87.84
low,2020-11-23 11:31:55,1934.35,696.37,483.59,232.12,290.15,232.12,104.46,111.42,97.49,97.49,139.27,72.54,135.41,130.57,145.08,127.67,104.45,110.26,179.89,116.06,46.42,30.18,39.46
average,2021-02-06 16:19:57,2261.32,587.94,678.4,248.75,293.97,452.26,123.47,99.95,82.31,94.07,82.31,142.46,196.74,156.03,183.17,166.66,82.09,149.92,144.05,280.4,72.36,67.84,31.66
high,2020-10-29 06:04:00,3152.1,914.11,788.02,409.77,472.81,567.38,182.82,100.55,100.55,173.68,191.96,220.65,212.77,149.72,204.89,241.76,168.01,146.57,326.24,238.3,113.48,96.45,119.15
low,2021-07-27 07:40:25,1331.42,386.11,386.11,213.03,159.77,186.4,61.78,84.94,46.33,73.36,61.78,38.61,108.11,123.56,115.83,123.56,89.47,107.05,52.72,102.52,27.96,22.37,33.55
average,2021-01-14 03:01:28,2259.57,587.49,700.47,451.91,293.74,225.96,164.5,135.12,58.75,58.75,64.62,91.06,196.13,168.11,245.16,293.74,158.17,135.12,158.62,140.1,18.08,31.63,36.15
high,2021-06-02 08:41:18,2784.41,1030.23,1113.76,194.91,250.6,194.91,144.23,206.05,123.63,185.44,206.05,144.79,367.54,367.54,233.89,109.15,85.76,77.69,172.91,116.95,19.49,23.39,35.08
low,2021-08-20 14:07:36,1434.16,573.66,487.61,157.76,100.39,114.73,103.26,120.47,68.84,86.05,97.52,102.4,141.41,97.52,146.28,94.66,63.1,66.26,34.13,64.25,13.77,13.77,22.95
average,2021-02-27 23:52:01,2186.27,830.78,655.88,306.08,218.63,174.9,199.39,240.93,141.23,49.85,124.62,183.65,137.73,203.32,131.18,168.34,137.74,163.97,54.66,129.43,10.49,17.49,17.49
high,2021-02-13 16:06:39,3137.44,847.11,972.61,470.62,376.49,470.62,177.89,203.31,160.95,93.18,118.6,165.34,223.7,213.97,369.59,244.72,225.9,154.36,222.13,254.13,84.71,56.47,75.3
low,2020-12-21 12:01:32,1603.14,513.0,448.88,128.25,272.53,240.47,143.64,97.47,61.56,112.86,56.43,62.84,116.71,152.62,116.71,78.23,50.02,109.01,163.52,153.9,21.64,33.67,31.26
average,2021-01-24 05:56:55,2212.72,663.82,641.69,287.65,287.65,331.91,172.59,185.87,73.02,39.83,99.57,121.92,121.92,192.51,205.34,189.85,97.8,89.17,198.48,195.83,46.47,43.15,46.47
high,2020-12-04 15:10:27,2621.42,760.21,707.78,340.78,471.86,340.78,144.44,182.45,136.84,121.63,91.23,77.86,184.02,226.49,219.41,204.47,136.31,273.68,198.18,204.47,34.08,57.93,44.3
low,2021-03-23 09:45:09,1722.66,447.89,551.25,189.49,361.76,172.27,103.01,116.45,62.7,76.14,44.79,143.33,132.3,132.3,143.33,98.53,90.96,166.41,195.35,74.08,34.45,31.01,32.73
average,2021-08-23 10:30:31,2194.28,570.51,702.17,329.14,307.2,285.26,114.1,131.22,85.58,96.99,85.58,84.26,210.65,203.63,203.63,210.65,118.49,82.94,224.26,182.57,48.49,25.67,28.53
high,2021-05-17 20:39:44,3151.75,1229.18,1040.08,126.07,504.28,252.14,135.21,172.09,122.92,270.42,208.96,166.41,343.23,239.22,291.22,81.95,44.12,191.63,312.65,148.76,27.74,37.82,37.82
low,2021-03-26 18:18:20,1454.79,378.25,436.44,160.03,334.6,145.48,102.13,87.0,52.96,64.3,37.83,109.11,109.11,100.38,117.84,92.82,67.21,147.22,187.38,52.37,18.91,39.28,34.92
average,2020-11-06 07:34:53,2170.72,542.68,651.22,260.49,434.14,282.19,146.52,124.82,75.98,59.69,59.69,71.63,227.93,143.27,208.39,145.87,114.62,130.24,303.9,200.35,33.86,19.75,28.22
high,2020-11-26 11:26:58,2767.87,719.65,941.08,359.82,415.18,332.14,165.52,187.11,115.14,43.18,86.36,103.52,225.86,282.32,329.38,230.28,129.54,107.95,307.23,116.25,73.07,76.39,66.43
low,2020-11-18 02:08:22,1581.03,521.74,569.17,158.1,158.1,173.91,114.78,83.48,78.26,78.26,104.35,62.61,147.98,147.98,210.59,82.21,75.89,60.08,98.02,59.13,24.35,46.96,43.48
average,2021-08-21 12:35:08,2220.52,643.95,732.77,266.46,310.87,266.46,115.91,167.43,109.47,70.83,70.83,205.18,212.5,146.55,168.54,135.89,130.57,96.37,214.5,167.87,31.98,42.63,23.98
high,2021-03-17 15:49:01,2505.74,977.24,851.95,150.34,325.75,200.46,97.72,156.36,166.13,214.99,146.59,247.07,136.31,230.03,238.55,78.18,72.16,208.48,117.27,148.34,14.03,18.04,20.05
low,2021-08-02 10:05:31,1380.94,510.95,538.57,165.71,55.24,110.48,71.53,102.19,71.53,71.53,97.08,102.33,156.19,129.26,150.8,96.11,69.6,36.46,18.78,59.66,25.41,14.36,11.05
average,2021-08-14 12:08:16,2182.79,873.12,742.15,240.11,174.62,152.8,235.74,227.01,165.89,69.85,87.31,103.9,141.01,267.17,230.07,156.07,84.04,90.8,83.82,110.02,13.75,15.28,13.75
high,2021-03-15 09:18:06,3136.52,940.96,1191.88,407.75,313.65,282.29,254.06,141.14,141.14,141.14,103.51,250.29,274.13,369.48,297.97,269.12,138.63,194.46,119.19,152.44,42.34,45.17,42.34
low,2021-03-13 20:32:45,1575.24,488.32,630.1,173.28,126.02,157.52,126.96,73.25,92.78,97.66,63.48,126.02,176.43,138.62,189.03,102.24,71.04,35.29,90.73,116.56,15.75,18.9,6.3
average,2020-10-23 04:34:26,2235.22,670.57,715.27,245.87,312.93,290.58,174.35,160.94,93.88,80.47,53.65,121.6,200.28,214.58,178.82,164.73,81.14,225.31,87.62,212.12,23.25,26.15,29.06
high,2020-11-13 01:07:29,3088.7,772.17,957.5,463.3,494.19,401.53,108.1,100.38,100.38,123.55,177.6,191.5,277.67,287.25,201.07,245.55,217.75,133.43,360.76,273.04,60.23,40.15,28.11
low,2020-10-10 01:34:10,1766.02,565.13,635.77,158.94,211.92,194.26,169.54,118.68,67.82,56.51,90.42,178.02,152.58,120.8,184.37,82.65,76.29,120.79,91.13,75.76,46.62,33.02,38.85
average,2021-04-08 18:33:21,2232.66,736.78,803.76,133.96,312.57,245.59,162.09,95.78,147.36,117.88,139.99,80.38,249.17,225.05,249.17,71.0,62.96,181.29,131.28,122.8,44.21,46.66,31.93
high,2021-05-04 14:02:42,2450.34,906.63,931.13,171.52,269.54,171.52,99.73,235.72,145.06,181.33,135.99,139.67,214.16,223.47,353.83,111.49,60.03,75.47,194.07,118.35,13.72,22.3,17.15
low,2021-04-17 20:51:23,1493.54,388.32,522.74,194.16,238.97,149.35,66.01,73.78,46.6,66.01,73.78,104.55,198.64,104.55,115.0,128.15,66.01,107.54,131.43,86.62,16.43,22.4,23.9
average,2020-12-16 19:40:52,2236.53,738.06,872.25,134.19,134.19,357.85,177.13,132.85,132.85,81.19,103.33,209.34,200.62,209.34,252.95,73.8,60.39,69.78,64.41,264.81,39.36,28.63,25.05
high,2021-04-03 02:28:07,2645.22,1058.09,793.57,264.52,343.88,185.17,296.27,190.46,211.62,84.65,116.39,150.78,261.88,182.52,198.39,161.36,103.16,161.62,182.26,46.29,35.18,46.29,57.4
low,2020-11-12 21:39:55,1440.47,489.76,374.52,216.07,144.05,216.07,63.67,132.24,53.87,83.26,73.46,78.65,131.08,67.41,97.38,121.0,95.07,48.98,95.07,60.5,45.37,64.82,45.37
average,2021-03-26 15:30:19,2260.71,791.25,678.21,248.68,226.07,316.5,87.04,102.86,126.6,181.99,142.42,155.99,217.03,149.21,155.99,146.72,101.96,103.99,122.08,205.72,18.99,47.48,44.31
high,2021-04-22 02:17:05,2531.11,936.51,860.58,177.18,253.11,303.73,224.76,177.94,121.75,131.11,159.21,137.69,189.33,258.17,275.39,93.91,83.27,78.46,174.65,224.76,15.19,21.26,42.52
low,2021-04-25 04:25:36,1305.78,443.97,391.73,117.52,221.98,130.58,106.55,66.6,71.04,62.16,66.6,90.1,117.52,101.85,82.26,78.74,38.78,99.89,122.09,65.29,31.34,13.06,20.89
average,2021-05-09 05:19:32,2212.68,575.3,708.06,464.66,221.27,243.39,143.82,97.8,63.28,126.57,92.05,212.42,198.26,99.13,198.26,250.92,213.74,159.31,61.96,126.56,26.77,46.24,43.81
high,2021-08-03 07:41:29,2966.43,1156.91,800.94,355.97,296.64,355.97,161.97,242.95,150.4,150.4,161.97,120.14,232.27,240.28,208.24,202.9,153.07,124.59,172.05,138.83,56.96,74.75,85.43
low,2021-08-08 05:08:02,1311.44,327.86,511.46,131.14,170.49,170.49,88.52,65.57,49.18,26.23,59.01,71.6,107.41,184.13,148.32,74.75,56.39,51.15,119.34,68.2,32.39,37.51,32.39
average,2021-07-27 10:31:15,2231.99,647.28,781.2,290.16,245.52,267.84,155.35,135.93,122.98,71.2,71.2,164.05,203.11,257.8,156.24,179.9,110.26,164.5,81.02,166.06,24.11,29.46,48.21
high,2020-10-23 05:35:52,2782.06,918.08,778.98,389.49,361.67,333.85,257.06,146.89,137.71,64.27,165.25,101.27,280.43,202.53,194.75,241.48,148.01,101.27,260.4,103.49,80.12,73.45,76.79
low,2020-11-08 07:53:44,1914.57,689.25,593.52,268.04,229.75,134.02,117.17,179.21,89.6,103.39,68.92,154.32,148.38,148.38,142.44,176.91,91.13,62.03,167.72,57.63,20.1,25.46,30.82
average,2021-08-15 22:49:43,2221.79,799.85,822.06,244.4,222.18,133.31,167.97,87.98,103.98,127.98,159.97,246.62,172.63,180.85,221.96,166.19,78.21,111.09,111.09,78.65,16.0,18.66,20.0
high,2021-04-03 14:59:58,2830.06,849.02,764.12,481.11,481.11,254.71,110.37,93.39,144.33,169.8,161.31,206.31,221.59,175.75,160.47,264.61,216.5,158.77,322.34,180.84,25.47,25.47,22.92
low,2020-12-08 03:43:35,1229.3,319.62,368.79,258.15,147.52,135.22,63.92,70.32,51.14,38.35,76.71,62.69,70.07,110.64,125.39,141.98,116.17,92.94,54.58,41.92,27.04,32.45,33.8
average,2021-08-22 22:32:53,2260.76,633.01,791.27,271.29,203.47,361.72,107.61,82.29,94.95,94.95,139.26,102.87,229.47,245.29,213.64,146.5,124.79,65.11,138.36,155.54,61.49,65.11,79.58
high,2020-09-13 12:46:28,2892.94,810.02,1128.25,318.22,318.22,318.22,129.6,170.1,162.0,105.3,162.0,214.37,248.22,406.17,259.5,168.66,149.56,194.11,124.11,95.47,54.1,108.19,60.46
low,2020-10-16 23:57:30,1491.31,521.96,372.83,223.7,149.13,223.7,88.73,114.83,93.95,109.61,57.42,104.39,82.02,104.39,82.02,114.09,109.61,73.07,76.06,131.98,22.37,33.55,35.79
average,2021-01-26 03:15:39,2211.81,884.72,840.49,88.47,132.71,265.42,123.86,159.25,168.1,185.79,123.86,210.12,243.74,201.72,184.91,51.31,37.16,92.9,39.81,169.87,47.78,18.58,29.2
high,2021-04-22 08:36:29,2989.43,896.83,986.51,508.2,358.73,239.15,206.27,260.08,170.4,71.75,107.62,197.3,286.09,187.44,315.68,340.49,167.71,136.32,222.41,176.97,9.57,21.52,31.09
low,2020-11-08 18:12:34,1511.44,438.32,574.35,151.14,181.37,166.26,48.22,109.58,61.36,70.13,92.05,120.61,155.07,155.07,143.59,86.15,64.99,119.7,61.67,123.03,13.3,14.96,14.96
average,2020-10-18 20:34:44,2241.4,672.42,874.14,179.31,268.97,246.55,141.21,181.55,121.04,87.41,80.69,209.79,227.28,192.31,244.76,102.21,77.1,118.35,150.62,167.65,29.59,24.66,24.66
high,2021-03-19 19:40:01,2871.12,832.62,717.78,459.38,488.09,373.25,149.87,183.18,108.24,133.22,116.57,93.31,208.16,193.8,222.51,316.97,142.41,273.33,214.76,257.54,33.59,44.79,37.33
low,2020-12-22 00:41:50,1765.33,458.99,494.29,317.76,264.8,229.49,123.93,110.16,55.08,50.49,73.44,54.37,123.57,138.4,177.94,187.48,130.28,158.88,105.92,82.62,36.72,57.37,52.78
average,2020-12-20 21:42:28,2245.24,808.29,561.31,246.98,381.69,246.98,218.24,218.24,105.08,153.58,56.58,78.58,157.17,157.17,168.39,158.07,88.91,103.06,278.63,175.36,22.23,29.64,19.76
high,2021-02-14 05:06:53,2981.23,804.93,1013.62,357.75,298.12,506.81,209.28,120.74,136.84,104.64,120.74,131.77,233.13,364.9,283.81,246.85,110.9,184.83,113.29,233.13,76.02,76.02,121.63
low,2021-02-04 11:46:04,1891.15,642.99,567.35,245.85,226.94,208.03,102.88,64.3,77.16,128.6,96.45,62.41,130.49,181.55,192.9,172.09,73.76,120.28,106.66,108.18,33.28,43.69,22.88
average,2021-04-12 09:33:10,2242.17,717.49,829.6,201.79,246.64,246.64,186.55,86.1,78.92,136.32,100.45,91.26,257.18,265.47,215.7,127.13,74.66,180.05,66.59,140.58,27.13,44.4,34.53
high,2021-01-20 06:59:24,2499.84,949.94,724.95,149.99,324.98,349.98,123.49,256.48,142.49,132.99,142.49,94.24,239.23,195.74,195.74,85.49,64.5,126.74,198.24,174.99,80.5,24.5,70.0
low,2021-02-25 21:36:31,1478.66,458.38,591.46,103.51,207.01,118.29,128.35,87.09,59.59,77.92,50.42,159.69,141.95,153.78,136.04,55.9,47.61,109.72,97.29,37.85,26.02,22.48,31.94
average,2020-11-15 16:47:39,2224.77,778.67,756.42,266.97,289.22,133.49,202.45,109.01,101.23,124.59,132.37,173.98,189.1,226.93,166.41,165.52,101.45,179.32,109.9,60.07,25.36,21.36,26.7
high,2021-08-31 07:55:33,2489.2,721.87,871.22,248.92,273.81,373.38,108.28,180.47,115.5,86.62,129.94,104.55,226.52,287.5,252.65,144.37,104.55,194.41,79.4,171.75,74.68,56.01,70.94
low,2021-06-28 17:31:56,1618.85,469.47,518.03,323.77,178.07,129.51,56.34,79.81,65.73,75.12,107.98,62.16,160.59,124.33,170.95,223.4,100.37,129.99,48.08,41.44,36.26,23.31,28.49
average,2020-09-26 21:06:23,2223.76,622.65,644.89,289.09,400.28,266.85,180.57,136.98,68.49,56.04,99.62,90.28,141.88,199.92,212.81,153.22,135.87,124.09,276.19,197.47,16.01,34.69,18.68
high,2020-10-03 08:00:19,3008.13,902.44,962.6,240.65,481.3,421.14,99.27,144.39,153.41,180.49,153.41,259.9,192.52,308.03,202.15,149.2,91.45,250.28,231.02,231.63,50.54,63.17,75.81
low,2020-11-03 22:36:50,1425.1,370.53,413.28,199.51,228.02,213.76,100.04,51.87,62.99,70.4,48.17,49.59,128.12,107.45,128.12,137.66,61.85,104.89,123.13,147.49,29.93,17.1,19.24
average,2021-05-21 21:27:40,2250.48,697.65,652.64,270.06,270.06,360.08,160.46,181.39,125.58,48.84,118.6,189.27,202.32,124.0,137.05,180.94,89.12,97.22,172.84,122.43,75.62,86.42,75.62
high,2020-11-02 05:30:37,3142.53,1131.31,1037.03,282.83,345.68,345.68,282.83,339.39,181.01,135.76,67.88,114.07,228.15,342.22,352.59,183.84,98.99,107.16,238.52,255.8,31.11,24.2,34.57
low,2020-12-18 18:06:39,1948.23,681.88,506.54,214.31,253.27,292.23,177.29,81.83,75.01,81.83,136.38,86.11,116.5,177.29,126.64,132.87,81.44,96.24,157.03,204.56,26.3,29.22,32.15
average,2021-01-10 01:12:36,2204.77,793.72,595.29,352.76,242.52,220.48,87.31,222.24,142.87,142.87,95.25,89.29,160.73,190.49,154.78,229.29,123.47,162.49,80.03,163.16,15.43,22.05,19.84
high,2021-04-30 04:59:47,2725.12,790.28,735.78,463.27,299.76,436.02,142.25,213.38,86.93,110.64,110.64,132.44,176.59,250.17,176.59,287.23,176.04,179.86,119.9,200.57,47.96,100.28,87.2
low,2021-01-11 07:06:19,1564.37,469.31,594.46,203.37,109.51,187.72,65.7,84.48,93.86,75.09,79.78,142.67,160.5,178.34,112.95,124.06,79.31,62.42,47.09,91.98,31.91,33.79,30.04
average,2021-07-17 20:18:54,2206.07,573.58,728.0,242.67,330.91,330.91,126.19,86.04,91.77,91.77,97.51,131.04,152.88,218.4,225.68,167.44,75.23,86.04,244.87,188.62,39.71,36.4,66.18
high,2021-04-04 11:57:06,2938.75,822.85,881.62,440.81,499.59,293.88,230.4,172.8,156.34,74.06,98.74,158.69,290.93,238.04,193.96,238.04,202.77,169.86,329.73,114.61,61.71,44.08,73.47
low,2021-04-27 07:58:01,1463.44,439.03,585.38,117.08,175.61,146.34,105.37,109.76,74.64,48.29,70.24,93.66,140.49,169.76,181.47,65.56,51.52,49.17,126.44,73.17,23.41,26.34,23.41
average,2021-03-20 17:06:27,2207.93,861.09,684.46,176.63,220.79,264.95,258.33,180.83,111.94,137.77,86.11,116.36,225.87,136.89,205.34,102.45,74.18,125.85,94.94,90.08,50.34,74.19,50.34
high,2021-01-11 13:40:45,2541.24,686.13,838.61,457.42,254.12,304.95,116.64,137.23,137.23,75.47,75.47,134.18,209.65,335.44,159.34,260.73,196.69,160.1,94.02,195.17,24.4,24.4,60.99
low,2021-07-02 10:09:28,1660.4,581.14,415.1,199.25,215.85,249.06,116.23,145.28,58.11,104.61,98.79,58.11,120.38,112.08,124.53,127.52,71.73,118.72,97.13,139.47,44.83,27.4,37.36
average,2020-10-22 10:25:25,2199.35,813.76,791.77,153.95,285.92,153.95,89.51,130.2,130.2,170.89,146.48,118.77,213.78,316.71,142.52,106.23,47.72,134.38,151.54,63.12,36.95,21.55,32.33
high,2021-04-03 21:07:27,2609.57,991.64,730.68,339.24,313.15,234.86,257.83,168.58,128.91,138.83,178.5,138.83,219.2,189.98,182.67,223.9,115.34,212.94,100.21,98.64,39.93,42.27,54.02
low,2020-12-14 20:43:44,1341.45,362.19,389.02,174.39,160.97,254.88,50.71,79.68,43.46,65.19,65.19,66.13,108.93,97.25,116.71,99.4,74.99,93.36,67.61,96.85,61.17,61.17,35.68
average,2021-03-01 07:29:28,2226.12,868.19,779.14,178.09,111.31,289.4,104.18,104.18,130.23,243.09,182.32,148.04,210.37,194.78,225.95,121.1,56.99,79.03,32.28,179.43,37.62,31.83,40.52
high,2020-11-23 05:44:31,3165.48,1076.26,1171.23,348.2,379.86,189.93,182.96,182.96,107.63,236.78,236.78,187.4,386.51,316.23,281.1,212.4,135.8,174.74,205.12,113.96,26.59,28.49,20.89
low,2021-04-02 14:23:32,1456.41,466.05,480.62,233.03,160.21,116.51,97.87,116.51,79.23,55.93,65.25,57.67,144.19,158.6,120.16,139.82,93.21,102.53,57.68,38.45,20.97,18.64,38.45
average,2021-04-24 21:04:05,2243.97,875.15,762.95,179.52,246.84,179.52,245.04,227.54,140.02,52.51,105.02,106.81,175.48,244.14,236.51,120.28,59.24,101.2,145.64,48.47,46.68,48.47,35.9
high,2021-03-16 14:32:55,2856.52,1056.91,856.96,314.22,428.48,199.96,253.66,137.4,158.54,137.4,211.38,197.1,188.53,214.24,257.09,182.25,131.97,295.65,132.83,105.98,24.0,25.99,43.99
low,2020-12-06 12:08:03,1481.94,503.86,414.94,192.65,222.29,148.19,146.12,141.08,70.54,35.27,25.19,53.94,124.48,116.18,120.33,104.03,88.62,142.27,80.02,94.84,20.75,19.26,13.34
average,2020-12-17 08:12:36,2216.12,775.64,775.64,243.77,265.93,155.13,224.94,77.56,100.83,85.32,139.62,116.35,271.47,178.4,209.42,158.45,85.32,170.2,95.73,51.19,32.58,32.58,38.78
high,2020-11-16 09:16:39,2808.4,1039.11,786.35,308.92,196.59,477.43,176.65,311.73,135.08,207.82,114.3,173.0,180.86,235.91,196.59,166.82,142.1,86.5,110.09,248.26,95.49,81.16,52.52
low,2021-06-22 12:54:38,1857.28,631.48,687.19,167.16,260.02,111.44,88.41,145.24,119.98,82.09,113.67,123.69,213.03,178.67,171.8,105.31,61.85,163.81,96.21,73.55,6.69,13.37,17.83
average,2020-11-26 06:15:11,2200.64,616.18,748.22,308.09,286.08,242.07,184.85,141.72,98.59,86.27,49.29,112.23,179.57,216.98,239.43,187.93,120.16,203.12,82.96,159.77,29.05,19.37,33.89
high,2021-02-12 09:22:52,2888.49,1155.4,837.66,375.5,317.73,202.19,277.3,138.65,196.42,219.53,138.65,142.4,293.18,242.92,159.16,259.09,116.41,190.64,127.09,119.29,42.46,22.24,18.2
low,2020-12-13 17:13:26,1859.1,650.68,483.37,353.23,111.55,260.27,104.11,130.14,78.08,136.64,104.11,106.34,154.68,106.34,116.01,211.94,141.29,58.01,53.54,148.35,20.82,46.85,44.25
average,2021-02-04 00:51:41,2268.58,771.32,725.95,272.23,181.49,317.6,161.98,231.4,84.85,100.27,84.85,145.19,145.19,203.27,232.3,141.56,130.67,105.26,76.23,111.16,95.28,66.7,44.46
high,2021-05-24 10:01:38,3017.83,995.88,995.88,331.96,362.14,331.96,248.97,179.26,109.55,159.34,159.34,189.22,288.81,219.09,298.76,209.13,122.83,271.61,90.53,202.5,46.47,36.52,46.47
low,2021-08-11 02:54:31,1817.37,527.04,617.91,236.26,163.56,272.61,79.06,142.3,94.87,68.52,47.43,148.3,216.27,148.3,105.04,137.03,99.23,57.25,106.31,193.55,21.81,21.81,35.44
average,2020-11-09 22:49:08,2257.01,677.1,722.24,248.27,225.7,383.69,101.56,108.34,128.65,108.34,142.19,187.78,173.34,151.67,209.45,126.62,121.65,128.65,97.05,253.24,38.37,42.21,49.88
high,2020-12-23 14:20:15,2935.91,763.34,851.41,293.59,557.82,469.75,99.23,76.33,99.23,122.13,183.2,161.77,170.28,297.99,221.37,196.71,96.88,412.79,145.03,145.62,89.25,89.25,145.62
low,2021-08-07 00:44:26,1463.28,468.25,468.25,234.12,87.8,204.86,126.43,84.28,46.83,88.97,70.24,126.43,131.11,117.06,93.65,140.47,93.65,23.71,64.09,61.46,38.92,49.17,55.31
average,2020-09-15 04:36:57,2171.79,825.28,608.1,173.74,304.05,260.61,173.31,99.03,107.29,165.06,132.04,103.38,145.94,218.92,139.86,88.61,85.13,127.7,176.35,125.09,23.45,46.91,65.15
high,2021-01-31 06:12:02,3092.31,1113.23,896.77,123.69,525.69,432.92,133.59,133.59,189.25,267.18,200.38,152.45,251.1,233.16,260.06,80.4,43.29,320.67,205.02,281.4,38.96,47.62,64.94
low,2020-11-04 10:57:29,1512.69,484.06,408.43,196.65,242.03,181.52,125.86,101.65,62.93,77.45,58.09,89.85,93.94,130.7,93.94,127.82,68.83,77.45,164.58,49.01,49.01,38.12,45.38
average,2020-11-30 16:08:23,2251.57,630.44,788.05,292.7,225.16,315.22,176.52,138.7,94.57,56.74,94.57,228.53,189.13,173.37,197.01,196.11,96.59,94.57,130.59,88.26,85.11,63.04,78.81
